cx	cy
33.256	166.402
96.497	45.159
62.394	122.773
136.408	26.136
125.055	165.139
28.256	40.076
122.165	133.243
60.176	121.143
84.002	81.235
129.286	161.248
28.049	154.356
68.285	75.224
127.789	129.196
141.029	37.264
73.468	96.566
113.509	57.285
91.197	37.278
111.648	124.982
63.509	34.226
129.003	150.908
44.379	127.17
61.4	133.948
28.061	119.096
165.682	85.403
99.083	43.113
60.032	112.628
49.455	118.761
114.19	71.005
89.802	73.51
86.573	79.078
175.737	95.821
82.508	138.237
167.482	81.036
103.065	33.077
36.094	64.637
139.449	43.267
122.201	164.491
29.243	112.137
156.964	132.261
79.402	119.102
46.082	126.442
144.053	146.966
167.179	123.713
90.592	126.943
25.21	106.131
46.155	50.256
56.147	114.96
107.651	57.471
144.357	26.062
107.455	80.633
34.283	154.091
78.284	59.563
141.276	68.229
158.295	135.279
83.317	47.302
107.668	94.347
48.041	116.714
39.103	64.28
143.339	140.293
61.23	36.223
130.242	21.039
114.464	127.348
63.058	104.232
41.408	42.068
43.043	56.332
117.412	53.346
146.498	30.135
156.344	133.473
74.546	72.673
66.602	103.068
159.535	129.638
31.073	163.32
118.678	119.513
104.543	93.626
166.265	131.477
67.474	101.841
144.205	58.308
160.497	127.21
109.552	80.667
140.725	77.472
139.592	114.915
92.039	74.332
56.094	129.028
144.703	156.757
101.573	37.353
167.667	93.655
71.576	52.38
110.389	93.301
107.389	106.575
45.171	45.121
60.19	123.065
118.849	171.529
45.225	129.999
129.737	108.789
169.368	53.421
113.011	50.142
104.087	78.711
68.668	79.117
176.578	93.805
82.356	127.002
27.114	158.832
133.807	161.069
135.022	117.995
68.608	96.059
30.174	156.532
136.833	36.284
84.635	123.137
173.582	96.939
136.832	86.326
98.463	48.454
89.674	60.126
51.288	138.874
114.953	132.453
95.833	77.252
165.894	124.391
39.207	118.254
37.169	117.206
129.449	116.892
63.105	29.111
144.329	104.428
48.083	119.852
94.048	44.249
42.176	78.363
178.741	83.09
40.343	116.218
145.327	99.377
138.143	36.008
170.244	97.371
37.293	51.025
79.147	128.238
74.497	56.434
48.125	36.272
107.835	84.113
68.42	64.191
126.73	127.39
165.485	139.9
171.048	132.013
139.533	33.008
129.421	162.651
115.047	121.383
136.163	109.859
112.487	69.263
143.952	47.341
165.454	49.282
53.006	36.352
112.255	60.31
32.219	78.177
48.101	118.116
144.239	93.352
43.216	126.906
150.279	155.981
47.288	44.063
104.572	176.683
134.033	146.724
115.059	165.132
46.145	41.064
58.492	116.562
145.062	65.008
116.14	172.107
171.265	119.92
123.814	119.794
121.095	156.105
73.703	60.357
77.751	62.474
57.479	139.499
26.048	39.079
76.309	137.222
141.973	35.103
89.543	79.359
61.234	146.137
43.232	68.549
107.414	63.481
77.655	53.361
29.098	39.14
66.308	111.945
164.445	83.793
101.703	97.23
57.357	122.41
139.37	46.079
145.409	53.488
116.785	158.247
98.902	53.132
137.214	23.018
161.887	84.329
60.369	103.182
105.68	171.206
131.326	159.488
147.288	75.689
163.124	132.483
82.546	44.143
141.374	163.382
143.278	60.538
72.513	63.125
68.472	80.352
75.353	51.106
165.613	48.168
167.673	57.361
81.709	128.532
139.379	146.434
35.349	152.099
88.708	55.256
29.263	137.047
101.309	100.387
37.079	136.32
84.49	139.878
135.935	162.28
62.239	33.085
42.104	70.108
38.028	124.947
45.026	120.354
138.24	146.079
165.571	123.17
138.14	18.153
32.007	42.33
30.135	164.478
138.594	65.634
89.671	63.222
83.177	130.831
45.368	37.248
155.77	86.634
173.195	39.351
88.586	87.306
50.291	29.161
60.358	99.672
50.346	47.194
56.023	147.364
41.153	48.449
125.89	163.862
122.838	132.454
55.304	138.244
117.807	134.306
110.473	68.572
104.665	91.184
174.111	126.312
166.674	80.709
138.539	94.133
51.2	119.154
165.478	95.552
138.119	110.419
92.643	36.281
114.942	169.64
105.942	97.153
145.133	75.373
78.357	48.333
139.023	65.202
68.58	68.62
142.152	30.193
133.023	155.447
160.165	136.168
163.614	139.905
25.139	165.426
111.154	57.173
112.854	173.319
104.382	82.681
80.603	137.666
171.478	135.031
68.285	80.069
38.159	75.286
65.573	33.079
60.4	127.389
39.105	65.379
70.321	67.347
54.393	136.841
159.139	125.597
157.007	136.043
166.844	40.329
88.847	128.255
31.056	136.959
37.073	119.804
78.564	121.457
118.809	135.712
146.343	30.073
22.037	164.601
34.325	44.096
88.645	64.17
82.172	133.874
167.156	89.81
109.422	129.206
49.48	30.106
45.42	118.747
100.721	28.104
28.004	167.318
70.665	62.244
171.044	80.108
135.185	149.304
169.787	99.218
98.936	46.391
89.825	136.055
88.849	84.708
140.418	69.281
159.756	97.432
132.368	23.111
169.117	43.297
70.266	96.47
27.18	163.682
69.175	100.546
140.305	36.258
66.572	117.755
140.928	28.227
166.923	44.215
107.446	167.317
80.048	44.131
28.066	141.572
109.452	168.233
146.424	80.208
96.145	49.227
65.633	104.434
50.003	31.31
38.17	128.622
140.966	96.208
34.171	138.03
29.086	145.429
97.675	43.256
156.34	128.136
116.319	118.861
44.153	49.383
139.972	81.296
40.36	65.463
147.464	159.888
42.322	30.111
90.385	134.77
87.015	128.428
88.536	71.204
143.193	23.146
174.056	78.136
41.215	122.427
41.285	125.641
30.218	111.132
94.663	32.19
54.361	37.365
112.478	75.077
74.364	80.181
122.705	118.123
47.192	47.151
28.066	137.447
59.568	130.836
31.295	146.479
120.954	118.938
31.071	131.48
87.772	58.301
128.207	125.794
112.489	172.369
168.444	38.013
81.553	120.71
159.993	88.334
138.79	59.535
77.334	61.043
89.257	54.084
131.081	124.126
137.844	151.697
117.552	123.666
95.298	62.5
97.045	42.043
120.127	162.789
162.72	123.095
91.616	74.471
56.066	32.235
141.754	111.59
105.63	173.916
106.377	101.949
142.296	43.256
59.126	103.645
146.917	58.568
26.077	153.017
143.525	87.275
45.377	70.493
113.885	62.03
107.391	159.726
25.093	156.265
107.742	54.412
139.323	117.015
57.001	109.978
127.211	117.971
104.706	88.355
48.151	134.935
131.698	155.696
33.166	116.729
124.627	130.802
148.132	156.353
61.374	110.426
50.119	44.281
37.266	43.253
84.333	77.043
38.063	75.36
29.076	144.181
132.174	123.071
172.916	95.759
77.541	47.405
49.466	133.288
79.416	119.78
69.306	109.809
101.305	41.118
176.307	80.42
146.03	96.733
72.479	60.059
91.465	131.134
164.529	136.908
118.561	133.023
44.184	65.328
28.205	134.839
109.622	126.104
28.193	130.116
26.135	120.358
75.46	66.453
82.411	46.158
58.448	121.06
41.097	140.657
71.348	70.598
127.772	166.414
104.323	170.66
156.315	135.094
117.838	59.382
97.568	33.091
43.151	69.419
40.106	41.187
107.88	60.104
28.038	139.635
146.574	68.575
169.634	86.531
134.626	107.071
59.258	148.914
144.058	52.197
145.74	145.413
104.003	95.903
80.509	123.948
31.146	129.659
31.025	139.017
47.203	32.103
63.082	124.14
129.87	127.197
137.667	59.234
38.324	65.534
168.024	92.58
53.253	123.596
147.937	168.89
100.002	29.192
58.348	108.91
95.677	43.033
141.249	150.987
67.363	68.349
65.246	120.112
129.089	105.878
56.407	125.674
49.048	46.059
162.156	84.218
50.323	29.232
62.419	130.341
42.245	135.513
61.155	128.485
112.523	164.088
27.068	124.796
105.592	88.469
127.18	164.049
179.633	90.609
55.065	125.153
57.128	137.787
158.525	92.221
108.942	56.225
27.158	106.474
90.618	55.39
24.129	108.114
149.327	35.133
34.119	160.327
72.439	106.745
177.936	93.034
137.507	90.298
168.503	122.118
138.421	96.378
168.088	98.43
73.488	92.418
91.308	60.236
35.123	81.446
135.698	25.035
169.009	42.104
129.928	117.929
162.712	140.258
134.609	85.14
37.171	70.353
39.15	139.135
90.449	124.412
131.487	98.619
113.129	168.165
75.105	58.553
146.154	98.53
127.204	161.263
161.304	79.317
170.812	55.104
47.317	40.138
165.146	78.669
165.347	76.072
156.534	133.029
98.291	37.065
163.45	81.184
104.886	98.749
129.266	149.359
156.44	129.06
56.058	33.144
70.038	104.188
32.083	167.424
107.025	171.302
108.59	130.252
146.257	36.166
37.13	133.296
46.332	125.162
169.36	140.159
57.209	113.016
46.425	75.632
112.352	59.353
171.511	122.711
28.126	151.632
171.522	121.108
165.639	50.414
136.163	90.073
32.107	161.085
174.226	83.406
64.1	147.339
29.226	171.618
92.214	55.36
54.536	132.255
97.898	35.084
114.102	84.343
42.327	32.124
41.139	58.425
78.428	47.345
169.574	138.623
169.449	84.785
61.307	98.179
44.128	31.135
68.373	102.086
39.156	116.786
72.192	78.433
70.194	106.502
69.231	92.912
102.331	36.013
76.118	68.358
27.004	106.559
99.605	42.024
30.23	131.698
139.703	66.476
136.976	144.297
33.279	70.213
119.179	166.212
109.576	173.422
137.764	61.308
88.422	61.45
146.641	71.364
126.244	156.014
132.249	108.317
63.121	135.098
71.378	63.185
39.021	48.295
141.015	24.081
126.596	126.243
45.057	124.231
36.185	38.262
173.167	38.041
32.277	46.296
90.791	131.497
82.668	43.306
127.45	127.713
167.579	83.603
95.415	66.577
29.056	41.144
163.766	79.21
58.478	141.59
95.218	55.496
170.357	90.03
111.64	173.366
28.063	144.875
116.01	127.416
77.677	135.17
132.417	149.743
36.275	115.104
143.38	80.032
135.62	154.688
27.168	131.87
165.235	45.092
163.486	43.014
102.747	30.102
114.034	174.513
135.821	153.09
85.582	73.6
109.687	93.778
113.272	88.225
22.191	162.761
84.464	121.825
141.33	106.997
74.054	78.249
86.329	73.55
57.019	36.234
29.276	141.242
53.211	31.123
137.163	155.439
32.145	157.5
36.185	131.02
141.337	37.34
139.206	150.663
78.243	58.09
40.156	122.283
110.301	86.646
38.031	33.33
71.452	58.527
114.541	125.817
157.679	136.968
113.296	62.076
146.363	28.225
41.265	116.693
52.21	30.235
128.792	24.164
44.09	37.052
158.403	138.728
38.207	38.351
128.208	105.27
44.169	52.127
90.714	86.132
177.41	83.552
102.634	45.372
110.233	94.835
133.683	144.217
112.768	166.346
170.046	95.124
105.485	85.025
165.466	52.431
28.101	157.864
28.277	33.041
32.147	72.351
46.218	37.358
111.462	135.749
81.542	117.056
63.624	109.55
113.284	57.29
140.546	41.186
24.11	166.504
109.682	90.866
56.295	127.177
44.361	45.051
67.137	96.48
35.136	53.364
79.106	57.109
81.138	116.052
118.276	166.406
45.023	115.718
56.2	130.222
33.189	127.439
74.2	60.155
33.268	80.681
114.07	161.108
115.46	126.095
36.038	55.012
28.153	140.103
63.281	99.313
173.96	86.012
118.119	160.336
103.579	97.653
105.98	103.844
170.553	51.169
116.594	66.196
38.29	50.471
145.551	44.071
141.31	145.082
161.443	137.08
129.385	147.511
109.07	171.463
173.03	94.184
86.316	72.201
65.024	142.242
113.975	75.206
144.645	144.75
155.226	87.592
148.286	154.233
118.748	59.22
88.078	77.655
178.303	86.471
37.141	136.041
144.62	32.249
25.066	116.85
26.141	118.387
145.653	142.135
52.223	130.113
27.024	110.616
84.79	140.325
50.212	125.531
167.634	134.487
133.116	99.453
123.03	114.331
139.043	52.397
65.292	139.807
163.008	99.56
43.333	120.738
48.208	29.045
71.264	80.249
42.363	133.179
165.613	97.349
35.311	36.077
92.866	131.112
173.162	76.676
37.023	154.387
133.713	97.578
66.557	94.218
74.535	73.707
38.376	71.146
121.945	168.128
72.716	71.425
144.934	158.264
157.483	91.13
48.239	130.393
133.279	148.976
108.972	104.235
35.014	71.623
52.508	116.297
45.323	30.016
147.287	57.032
168.458	57.104
150.285	166.631
46.172	115.02
114.985	135.205
98.425	33.317
142.099	32.065
135.412	156.199
44.135	73.312
166.014	122.869
40.12	43.185
150.984	169.753
165.726	55.442
75.332	95.286
76.099	56.262
43.373	81.221
110.655	83.815
107.291	76.266
76.568	70.289
33.245	118.919
141.692	39.277
127.319	153.563
86.253	82.363
63.165	135.894
170.65	53.398
109.015	61.591
102.877	44.436
134.063	81.424
42.38	29.091
117.797	57.564
103.955	88.779
136.246	80.127
162.421	137.085
139.347	45.099
45.368	138.394
38.2	141.718
139.053	73.352
119.528	115.658
95.271	43.14
25.128	156.471
72.481	76.262
147.204	154.452
122.631	127.917
23.018	35.276
111.59	71.576
36.174	144.537
111.377	178.044
145.029	161.143
136.804	147.841
95.783	45.298
56.091	122.929
116.14	159.169
168.196	121.797
69.396	101.254
147.211	170.492
32.068	75.719
125.491	162.208
32.034	144.395
130.022	158.137
164.33	78.29
61.525	122.593
51.342	125.98
53.281	29.111
26.206	154.591
117.752	128.46
39.025	49.234
60.167	117.612
166.626	39.142
27.19	111.817
59.141	114.735
164.436	119.08
92.779	80.143
54.401	123.804
110.708	168.645
43.319	127.854
137.016	24.143
135.569	150.841
93.289	37.046
143.203	33.181
149.349	170.3
143.985	157.817
78.466	128.576
58.338	139.092
32.22	40.24
135.006	149.441
145.38	38.149
110.692	55.541
70.388	58.144
59.219	138.345
110.743	99.667
31.126	162.201
111.521	51.046
44.073	39.229
106.991	166.239
70.541	55.474
127.301	22.028
94.161	76.333
39.188	35.262
96.921	58.099
93.91	43.42
64.523	142.788
165.582	42.076
95.882	71.579
156.194	131.025
148.443	44.159
151.277	155.407
145.861	163.917
140.707	89.291
81.216	123.262
108.783	53.418
121.457	117.106
113.766	81.37
93.801	76.548
61.034	136.024
63.394	122.604
91.604	122.445
75.578	53.377
84.556	139.617
139.063	41.125
133.166	116.579
168.275	79.648
71.422	60.331
128.814	107.645
103.222	103.408
63.059	109.344
133.028	24.203
46.039	128.057
27.063	110.615
140.368	50.311
48.069	138.249
60.205	147.493
113.624	78.567
140.219	72.121
147.299	51.103
37.017	119.032
59.061	30.226
113.004	64.25
24.063	114.457
30.204	46.441
135.104	97.213
131.629	101.107
47.393	119.368
28.183	31.284
64.175	105.793
138.313	162.214
68.65	61.553
87.547	134.485
158.371	89.002
72.307	92.439
31.048	141.234
83.57	140.165
73.43	61.607
93.202	65.073
156.373	93.731
62.453	150.806
106.685	87.406
148.324	43.027
63.326	110.735
71.667	106.554
87.029	122.304
57.024	120.421
31.102	158.489
95.893	64.583
51.276	135.611
89.113	87.241
108.81	130.465
31.236	149.47
45.184	47.241
36.163	44.343
160.342	140.298
92.277	38.143
159.316	93.564
150.064	165.376
103.512	39.008
110.687	83.528
127.325	155.367
133.049	145.209
160.534	91.241
86.486	66.571
66.262	95.867
98.769	52.259
113.509	94.01
38.22	127.33
107.907	97.837
36.08	137.034
39.146	122.749
142.1	22.13
102.345	95.493
92.562	61.13
111.695	158.279
142.766	143.433
26.017	38.082
24.212	109.74
56.33	28.041
30.216	119.885
71.187	79.11
105.907	161.346
141.051	57.097
75.021	62.585
77.434	43.231
63.334	103.101
114.157	81.303
64.617	112.661
58.066	117.244
50.067	41.308
40.136	58.374
35.204	37.099
28.209	141.129
87.635	133.142
145.109	161.134
70.691	70.287
93.076	51.467
140.389	84.743
105.967	100.484
84.691	78.056
154.684	132.527
92.701	50.286
171.509	77.167
42.099	34.181
137.4	153.515
26.246	112.945
168.177	134.192
139.457	87.567
138.245	20.109
137.06	66.536
137.884	101.368
163.791	45.06
97.355	35.347
122.908	124.828
37.294	74.697
146.347	151.134
105.15	177.385
89.214	119.652
33.13	131.125
53.097	42.199
166.608	39.077
138.028	142.859
29.029	36.082
54.534	116.096
133.829	22.185
67.386	91.798
53.442	133.161
60.089	138.37
169.217	135.263
112.088	161.352
81.532	49.482
68.348	74.558
107.948	74.352
141.28	141.186
166.313	128.319
66.087	101.032
162.568	47.044
104.366	88.149
81.533	140.28
163.06	42.286
106.523	168.449
163.88	89.25
129.859	157.3
125.355	159.414
110.987	165.232
138.358	106.011
72.703	98.623
29.248	145.759
170.579	47.123
141.076	20.003
57.326	114.236
146.157	93.845
48.38	47.174
158.055	140.764
138.818	156.585
90.676	122.703
24.034	36.336
121.792	171.017
160.998	50.16
77.583	64.406
142.25	80.355
44.272	40.173
128.004	164.399
38.143	139.272
31.268	33.308
121.873	158.001
107.534	80.508
67.325	98.591
45.298	74.105
113.505	77.168
138.609	142.08
25.096	160.091
32.198	43.156
168.977	135.829
42.376	129.667
51.036	124.478
83.176	128.085
173.388	96.633
107.523	70.063
123.339	158.063
128.035	117.864
130.058	117.561
37.238	144.115
84.628	130.04
72.18	92.63
59.539	32.046
126.846	116.509
117.296	61.391
60.376	141.722
147.278	29.202
38.183	37.139
106.552	80.705
42.39	79.247
88.87	125.926
150.026	161.524
35.31	158.026
101.602	43.34
136.15	159.515
64.04	142.174
167.544	40.385
81.576	121.57
127.204	107.582
111.704	92.606
149.465	45.111
111.824	60.44
118.456	60.345
144.905	155.537
78.586	42.35
115.002	66.611
147.003	54.442
118.646	127.067
169.422	125.792
29.019	40.373
172.35	42.304
110.68	92.534
57.482	131.158
83.386	123.007
140.461	74.084
167.373	118.35
40.155	123.661
93.275	79.697
33.117	50.498
167.251	87.138
68.15	105.652
166.391	88.599
92.489	69.682
63.108	31.07
110.528	60.218
158.735	96.062
165.315	133.921
77.623	119.439
34.294	30.151
167.622	45.055
92.409	61.479
131.099	101.375
42.215	127.691
57.488	127.121
144.582	37.292
35.279	137.347
115.249	166.704
148.928	40.303
44.02	137.892
113.791	79.555
67.509	99.815
78.545	133.665
104.45	92.148
37.148	140.021
31.147	123.5
88.853	60.435
160.389	129.315
142.276	20.178
146.939	49.247
30.175	107.49
37.099	132.192
147.16	83.142
30.087	35.337
38.016	56.158
33.041	125.534
129.158	123.27
39.363	72.636
40.374	126.685
81.017	121.523
92.28	40.056
109.892	99.914
132.004	150.462
42.327	50.195
141.647	47.419
132.412	125.435
132.952	17.087
140.022	158.25
168.513	88.435
101.315	33.042
95.413	69.215
56.204	126.346
67.653	106.119
60.076	131.757
44.327	69.127
67.045	112.631
43.256	67.087
163.667	137.22
115.634	65.633
103.214	105.906
172.92	124.147
91.204	58.297
123.401	159.971
51.472	133.296
89.535	129.025
44.133	128.398
138.624	103.976
147.981	164.818
42.318	53.082
166.006	40.063
163.186	133.188
127.028	122.089
56.398	39.212
73.554	59.056
145.123	48.226
134.099	33.295
109.541	53.372
107.444	87.803
36.153	71.45
142.442	52.48
109.886	167.584
52.373	45.437
32.268	40.361
31.083	40.016
143.074	149.493
44.034	78.235
161.114	98.088
149.293	166.232
71.176	94.851
144.364	142.135
134.156	109.136
114.072	78.521
48.239	116.686
134.819	87.58
98.537	60.293
76.594	122.022
71.259	60.021
93.69	129.794
90.464	120.578
60.465	29.094
168.08	82.055
25.113	152.164
28.118	159.332
94.022	57.161
139.163	35.125
37.214	128.108
33.192	161.701
84.775	114.938
166.012	130.851
68.383	58.389
160.497	127.738
31.156	145.44
136.676	145.759
37.107	141.019
55.548	140.086
25.099	164.191
147.67	57.006
73.53	51.1
105.208	170.54
104.455	87.39
74.368	66.223
70.252	53.216
90.087	66.458
40.309	66.275
101.987	31.166
159.253	122.148
137.176	98.247
147.365	31.007
73.698	52.293
74.166	54.061
60.192	128.548
34.209	151.05
147.332	146.004
112.049	120.13
98.757	51.188
137.383	42.166
140.383	111.979
144.824	29.069
138.282	22.204
37.183	40.133
30.197	116.119
111.371	54.209
139.039	51.447
48.389	39.274
117.867	156.892
92.194	65.638
85.08	114.931
47.149	70.448
31.188	122.428
140.435	93.878
148.172	143.347
114.279	48.289
46.032	135.325
108.77	86.368
164.151	77.219
43.205	121.98
38.009	36.141
48.154	122.838
135.429	106.608
140.762	24.111
38.12	135.084
105.385	102.82
122.452	153.57
111.486	99.677
123.366	128.149
73.388	79.452
78.707	60.194
48.003	40.261
141.745	70.012
109.458	133.127
174.638	49.368
64.619	117.563
41.288	74.314
100.914	51.437
57.11	34.278
38.342	69.333
165.544	52.222
33.013	149.754
77.388	46.261
51.235	47.23
122.127	164.52
81.559	122.074
132.347	95.662
146.217	158.747
130.875	165.485
28.223	112.022
100.283	33.315
45.191	29.241
110.572	171.278
121.049	130.041
142.261	34.321
36.125	48.021
137.05	86.832
95.289	58.459
51.031	126.788
91.499	131.369
72.386	107.053
54.142	127.489
60.437	140.048
155.468	133.438
35.142	71.264
42.169	127.684
120.248	160.526
